Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Proposed In-Service Date,Proposed Initial-Sync Date,Last Updated Date,Z,S,Availability of Studies,SGIA Tender Date
1299,KCE NY 33,"KCE NY 33, LLC",Broome,NY,Langdon 34.5kV Substation ,NYSEG,Energy Storage,20.0,20,20,2021-10-29,Withdrawn,,2022-08-31 00:00:00,,,,,,C,0.0,,
1300,"KCE NY 25, LLC","KCE NY 25, LLC",Ontario,NY,Substation 146,RG&E,Energy Storage,6.0,6,6,2021-11-02,Withdrawn,,2021-12-31 00:00:00,,,,,,B,0.0,,
1301,Pine Barrens Storage,Pine Barrens Storage LLC,Suffolk,NY,Brookhaven 138 kV Substation,LIPA,Energy Storage,75.0,75,75,2021-11-09,Withdrawn,,2024-05-31 00:00:00,,,,,,K,0.0,,
1302,Bremen Solar,New Bremen Solar,Lewis,NY,Bremen 115 kV Substation,NM-NG,Solar,102.3,102.3,100,2021-11-10,Withdrawn,,2022-03-31 00:00:00,,,,,,E,0.0,,
1303,Agate Storage Project,Hanwha Q Cells USA,Dutchess,NY,Manchester 115 kV substation,CHG&E,Energy Storage,200.0,200,200,2021-11-12,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
1304,Coral Storage Project,Hanwha Q CELLS USA,Chemung,NY,Yawger 115 kV substation,NYSEG,Energy Storage,100.0,100,100,2021-11-12,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1305,Crystal Storage Project,Hanwha Q CELLS USA,Seneca,NY,Border City - Elbridge 115 kV Line#10,NM-NG,Energy Storage,175.0,175,175,2021-11-12,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1306,Opal Storage Project,Hanwha Q CELLS USA,Orange,NY,East Walden 115 kV substation,CHG&E,Energy Storage,200.0,200,200,2021-11-12,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
1307,"Riverhead Energy, LLC",Riverhead Energy,Suffolk,NY,Riverhead - Jamesport 69kV,LIPA,Energy Storage,100.0,100,100,2021-11-16,Withdrawn,,2024-05-31 00:00:00,,,,,,K,0.0,,
1309,Port Jefferson Energy Storage,"Algonquin Power Fund (America), Inc.",Suffolk,NY,Port Jefferson 69kV Substation,LIPA,Energy Storage,48.7,48.7,48.7,2021-12-07,Withdrawn,,2022-03-31 00:00:00,,,,,,K,0.0,,
1310,QMB1 Energy Storage,QMB1 Energy Storage,Nassua,NY,Ruland Rd. 138 kV,LIPA,Energy Storage,300.0,300,300,2021-12-08,Withdrawn,,2024-07-31 00:00:00,,,,,,K,0.0,,
1311,Bronx Shores Energy Storage,Bronx Shores Energy Storage,Bronx,NY,Mott Haven 138 kV,ConEd,Energy Storage,300.0,300,300,2021-12-08,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
1312,Orient Point BESS,Saturn Energy Storage LLC,Suffolk,NY,The existing 23kV line near PSEG?s 23 kV Orient substation,LIPA,Energy Storage,15.0,15,15,2021-12-10,Withdrawn,,2022-02-28 00:00:00,,,,,,K,0.0,,
1313,Queensbury BESS,Saturn Energy Storage LLC,Warren,NY,Queensbury 34.5 kV substation,NM-NG,Energy Storage,20.0,20,20,2021-12-12,Withdrawn,,2024-05-31 00:00:00,,,,,,F,0.0,,
1314,Regeneron Pharmaceutical INC,Regeneron Pharmaceuticals Inc,Rensselaer,NY,On site - connecting to electrical SWGR. Technical point of interconnection for the campus is at the primary meter at the substation,NM-NG,Solar,0.5,0.5,0.5,2021-12-15,Withdrawn,,2022-03-31 00:00:00,,,,,,F,0.0,,
1316,Bay Breeze Solar,"ACE DevCo NC, LLC",Jefferson,NY,Lyme - North Watertown 115kV Line #13,NM-NG,Solar,200.0,200,200,2021-12-20,Withdrawn,,2024-07-31 00:00:00,,,,,,E,0.0,,
1317,KCE NY 34,"KCE NY 34, LLC",Ulster,NY,13.8 kV Saugerties Substation,CHGE,Energy Storage,13.0,13,13,2021-12-21,Withdrawn,,2022-02-28 00:00:00,,,,,,G,0.0,,
1318,Saugerties Energy Storage,"Algonquin Power Fund (America), Inc.",Ulster,NY,Saugerties substation 13.8 kV,CHGE,Energy Storage,12.9,12.9,12.9,2021-12-21,Withdrawn,,2022-01-31 00:00:00,,,,,,G,0.0,,
1319,"Grateful Storage, LLC",Grateful Storage LLC,Orange,NY,Chadwick Lake - East Walden 115 kV,CHG&E,Energy Storage,100.0,100,100,2021-12-23,Withdrawn,,2023-12-31 00:00:00,,,,,,G,0.0,,
1320,"Lake Ronkonkoma Storage, LLC",Lake Ronkonkoma Storage LLC,Suffolk,NY,Ronkonkoma 138 kV substation,LIPA,Energy Storage,100.0,100,100,2021-12-23,Withdrawn,,2024-01-31 00:00:00,,,,,,K,0.0,,
1321,"Dix Hills, LLC",Dix Hills Storage LLC,Suffolk,NY,Bagatelle Rd 138 kV,LIPA,Energy Storage,100.0,100,100,2021-12-23,Withdrawn,,2024-05-31 00:00:00,,,,,,K,0.0,,
1322,"Holtsville West Storage, LLC",Holtsville West Storage LLC,Suffolk,NY,Holtsville 69 kV substation,LIPA,Energy Storage,50.0,50,50,2021-12-23,Withdrawn,,2024-07-31 00:00:00,,,,,,K,0.0,,
1323,Lincoln ESC,Fresh Air Energy II,SUFFOLK,NY,Holbrook - Bohemia 69kV,LIPA,Energy Storage,100.0,100,100,2022-01-07,Withdrawn,,2024-05-31 00:00:00,,,,,,K,0.0,,
1324,Somerset Solar Farm,AES,USA,NY,Kintigh Switchyard 345kV,NYSEG,AC Transmission,212.0,212,212,2022-01-20,Withdrawn,,2022-03-31 00:00:00,,,,,,A,0.0,,
1325,McKean County Solar CSR Phase 1,"RWE Solar Development, LLC",McKean,PA,Homer City - Pierce Brook 345 kV,NYSEG,,325.0,325,325,2022-01-20,Withdrawn,,2024-05-31 00:00:00,,,,,,A,0.0,,
1326,McKean County Solar CSR Phase 2,"RWE Solar Development, LLC",McKean,PA,Homer City - Pierce Brook 345 kV,NYSEG,,325.0,325,325,2022-01-20,Withdrawn,,2024-05-31 00:00:00,,,,,,A,0.0,,
1327,McKean County BESS,"RWE Solar Development, LLC",McKean,PA,Homer City Station - Pierce Brook 345kV,NYSEG,Energy Storage,170.0,170,170,2022-01-20,Withdrawn,,2022-04-30 00:00:00,,,,,,A,0.0,,
1328,Wayland solar,EDF renewables development inc.,Steuben,NY,Meyer - Eelpot Road 115 kV,NYSEG,Solar,120.0,120,120,2022-01-26,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1330,AGR NY-1,Avangrid Renewables,Kings,NY,Gowanus 345 kV Substation,ConEd,Wind,1600.0,1600,1600,2022-02-17,Withdrawn,,2022-04-30 00:00:00,,,,,,J,0.0,,
1331,Solar Generation Jennison Revitalization Facility,Solar Generation,Chenango,NY,Jennison 115 kV,NYSEG,Solar,117.8,117.8,117.8,2022-02-17,Withdrawn,,2023-08-31 00:00:00,,,,,,,0.0,,
1332,AGR NY-2,Avangrid Renewables,Richmond,NY,Goethals 345 kV Substation,ConEd,Wind,1600.0,1600,1600,2022-02-17,Withdrawn,,2022-04-30 00:00:00,,,,,,J,0.0,,
1333,Newbridge-Ruland Storage,QMB 1 Energy Storage,Nassau,NY,Ruland Rd - Newbridge 138 kV,LIPA,Energy Storage,250.0,250,250,2022-02-21,Withdrawn,,2024-03-31 00:00:00,,,,,,K,0.0,,
1334,Morris Sole Solar,EDF renewables development inc.,Livingston,NY,South Perry - Meyer 230 kV,NYSEG,Solar,110.0,110,110,2022-02-23,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1335,Hoffman Falls Wind 2,Liberty Renewables Inc.,Madison,NY,Fenner-Shippey Road 115 kV Line #3,NM-NG,Wind,102.5,102.5,102.5,2022-02-24,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1336,Abrams Solar,"Granada Solar, LLC",St. Lawrence,NY,Alcoa - N. Ogdensburg 115 kV,NM-NG,Solar,20.0,20,20,2022-02-24,Withdrawn,,2023-08-31 00:00:00,,,,,,,0.0,,
1337,Atlantic Shores Offshore Wind Bight 1,"Atlantic Shores Offshore Wind Bight, LLC",Kings,NY,Gowanus 345 KV,ConEd,Wind,2100.0,2100,2100,2022-02-25,Withdrawn,,2024-07-31 00:00:00,,,,,,J,0.0,,
1338,Atlantic Shores Offshore Wind Bight 2,"Atlantic Shores Offshore Wind Bight, LLC",Richmond,NY,Goethals 345 kV,ConEd,Wind,2100.0,2100,2100,2022-02-25,Withdrawn,,2024-07-31 00:00:00,,,,,,J,0.0,,
1339,Atlantic Shores Offshore Wind Bight 3,"Atlantic Shores Offshore Wind Bight, LLC",Suffolk,NY,Ruland Road 138kV,LIPA,Wind,2100.0,2100,2100,2022-02-25,Withdrawn,,2022-06-30 00:00:00,,,,,,K,0.0,,
1340,Atlantic Shores Offshore Wind Bight 4,"Atlantic Shores Offshore Wind Bight, LLC",Kings,NY,Brooklyn Clean Energy Hub 345kV,ConEd,Wind,2100.0,2100,2100,2022-02-25,Withdrawn,,2024-07-31 00:00:00,,,,,,J,0.0,,
1341,Atlantic Shores Offshore Wind Bight 5,"Atlantic Shores Offshore Wind Bight, LLC",Richmond,NY,Fresh Kills 345 KV,ConEd,Wind,2100.0,2100,2100,2022-02-25,Withdrawn,,2024-07-31 00:00:00,,,,,,J,0.0,,
1342,Astoria Annex Energy Storage,Astoria Renewables LLC,Queens,NY,Astoria Annex 345 kV,NYPA,Energy Storage,500.0,500,500,2022-03-03,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
1343,Moonlight Flats Solar Power,Swift Current Energy,Clearfield,PA,Homer City - Mainesburg 345 KV,NYSEG,Solar,250.0,250,250,2022-03-04,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1344,Fresh Kills Energy Storage,Fresh Kills Battery Storage LLC,Richmond,NY,Fresh Kills 345 kV,ConEd,Energy Storage,500.0,500,500,2022-03-08,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
1345,Goethals Energy Storage Project,Staten Island Power LLC,Richmond,NY,Goethals 345 kV,ConEd,Energy Storage,500.0,500,500,2022-03-08,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
1346,Middletown Energy Storage,"Middletown Energy Storage, LLC",Orange,NY,Tap Shoemaker-Chester 138kV line (line 27),O&R,Energy Storage,100.0,100,100,2022-03-08,Withdrawn,,2023-04-30 00:00:00,,,,,,G,0.0,,
1347,Celestine Storage,Hanwha Q CELLS USA,Steuben,NY,Bath 115 kV substation,NYSEG,Energy Storage,191.1,191.1,191.1,2022-03-11,Withdrawn,,2022-06-30 00:00:00,,,,,,C,0.0,,
1348,Daphne Storage,Hanwha Q CELLS USA,Suffolk,NY,Moriches 69 kV,LIPA,Energy Storage,45.0,45,45,2022-03-11,Withdrawn,,2024-05-31 00:00:00,,,,,,K,0.0,,
1349,Gemma Storage,Hanwha Q CELLS USA,Steuben,NY,Stoney Ridge 230 KV Substation,NYSEG,Energy Storage,190.0,190,190,2022-03-11,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
1350,Millwood Energy Storage,New Castle ESS LLC,Westchester,NY,Millwood 345 kV Substation,ConEd,Energy Storage,500.0,500,500,2022-03-11,Withdrawn,,2024-05-31 00:00:00,,,,,,H,0.0,,
1351,Sprain Brook Energy Storage,Yonkers Renewable Energy LLC,Westchester,NY,Sprain Brook 345 kV Substation,ConEd,Energy Storage,500.0,500,500,2022-03-13,Withdrawn,,2024-05-31 00:00:00,,,,,,I,0.0,,
1352,Buchanan Energy Storage - North,Peekskill BESS LLC,Westchester,NY,Buchanan North 345 kV Substation,ConEd,Energy Storage,500.0,500,500,2022-03-13,Withdrawn,,2024-05-31 00:00:00,,,,,,H,0.0,,
