Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Proposed Completion Date,iso,outcome,Status,Withdrawn Date,Actual Completion Date,Withdrawal Comment,queue_date,queue_year,capacity_mw,resolved
S1000,,,,AR,,,,10.0,10.0,10.0,2020-06-20T04:00:00+00:00,,MISO,built,LEGACY: Done,,,,2020-06-20 04:00:00+00:00,2020.0,10.0,True
S1006,,,,WI,REC Bradford - W. Darien 138kV Line,AMERICAN TRANSMISSION COMPANY,,75.0,75.0,75.0,2021-04-02T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-04-02 04:00:00+00:00,2021.0,75.0,True
S1010,,,Gratiot,MI,Redstone138 kV Sub(256542),METC,,50.0,50.0,50.0,2021-10-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-10-15 04:00:00+00:00,2021.0,50.0,True
J4251,,,,,,SOUTHERN MINNESOTA MUNICIPAL POWER AGENCY,,200.0,200.0,200.0,2026-07-15T19:50:41+00:00,,MISO,active,Active,,,,2026-07-15 19:50:41+00:00,2026.0,200.0,False
S1001,,,,IN,,,,7.5,7.5,7.5,2020-06-25T04:00:00+00:00,,MISO,built,Done,2024-06-07T04:00:00+00:00,,,2020-06-25 04:00:00+00:00,2020.0,7.5,True
S1007,,,Tuscola,MI,Atlanta – Tuscola 120 kV line(265183),ITC,,70.0,70.0,70.0,2021-07-08T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2024-08-15T04:00:00+00:00,,,2021-07-08 04:00:00+00:00,2021.0,70.0,True
S1013,,,,MN,Lakefield Junction 345kV,ITC MIDWEST,,200.0,200.0,200.0,2022-01-26T05:00:00+00:00,2026-06-30T04:00:00+00:00,MISO,built,Done,,,,2022-01-26 05:00:00+00:00,2022.0,200.0,True
S1017,,,,WI,Tennyson 138kV,AMERICAN TRANSMISSION COMPANY,,100.0,100.0,100.0,2022-04-11T04:00:00+00:00,,MISO,built,Done,,,,2022-04-11 04:00:00+00:00,2022.0,100.0,True
S1021,,,Gratiot,MI,Luce Substation,METC,,80.0,80.0,80.0,2022-04-25T04:00:00+00:00,,MISO,built,Done,,,,2022-04-25 04:00:00+00:00,2022.0,80.0,True
S1011,,,Gratiot,MI,Slate 345 kV Sub (256573),METC,,100.0,100.0,100.0,2021-10-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-10-15 04:00:00+00:00,2021.0,100.0,True
S1014,,,,ND,Merricourt Wind 230kV,MONTANA-DAKOTA UTILITIES CO.,,9.0,9.0,9.0,2022-03-09T05:00:00+00:00,2028-09-01T04:00:00+00:00,MISO,built,Done,,,,2022-03-09 05:00:00+00:00,2022.0,9.0,True
S1018,,,,MI,7 Mile Creek 138kV,AMERICAN TRANSMISSION COMPANY,,75.0,75.0,75.0,2022-04-20T04:00:00+00:00,,MISO,built,Done,,,,2022-04-20 04:00:00+00:00,2022.0,75.0,True
J2843,,,Hendricks,IN,Qualitech 345kV - Amo 345kV,"DUKE ENERGY INDIANA, LLC CIN",Wind,110.0,110.0,110.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,110.0,True
J2883,,,Mercer,ND,Coyote Switchyard 345kV Substation,MONTANA-DAKOTA UTILITIES CO.MDU,Hybrid,347.0,347.0,347.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,347.0,True
S1004,,,,IN,,,,30.0,30.0,30.0,2020-10-28T04:00:00+00:00,,MISO,built,Done,,,,2020-10-28 04:00:00+00:00,2020.0,30.0,True
S1005,,,,WI,,,,60.0,60.0,60.0,2021-04-02T04:00:00+00:00,,MISO,built,Done,,,,2021-04-02 04:00:00+00:00,2021.0,60.0,True
S1009,,,,MN,Pleasant Valley 161kV Substation,GREAT RIVER ENERGY,,258.92,258.92,258.92,2021-08-17T04:00:00+00:00,,MISO,built,Done,,,,2021-08-17 04:00:00+00:00,2021.0,258.92,True
S1023,,,Grant,WI,Nelson Dewey - Lancaster 138kV,AMERICAN TRANSMISSION COMPANY,,25.0,25.0,25.0,2022-05-16T04:00:00+00:00,,MISO,active,Active,,,,2022-05-16 04:00:00+00:00,2022.0,25.0,False
S1026,,,Dubois,IN,Dubois - Culley 138kV line,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,,50.0,50.0,50.0,2022-05-26T04:00:00+00:00,,MISO,active,Active,,,,2022-05-26 04:00:00+00:00,2022.0,50.0,False
S1016,,,,WI,Lone Rock 69kV,AMERICAN TRANSMISSION COMPANY,,25.0,25.0,25.0,2022-04-15T04:00:00+00:00,,MISO,built,Done,,,,2022-04-15 04:00:00+00:00,2022.0,25.0,True
S1020,,,Gratiot,MI,Slate Substation 345kV,METC,,100.0,100.0,100.0,2022-04-25T04:00:00+00:00,,MISO,built,Done,,,,2022-04-25 04:00:00+00:00,2022.0,100.0,True
S1028,,,White,IN,Reynolds - Burr Oak 345kV Line,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,,60.0,60.0,60.0,2022-05-31T04:00:00+00:00,,MISO,built,Done,,,,2022-05-31 04:00:00+00:00,2022.0,60.0,True
J3828,,,Lapeer,MI,Other_,ITC,Solar,100.0,100.0,100.0,2024-04-18T04:00:00+00:00,,MISO,active,Active,,,,2024-04-18 04:00:00+00:00,2024.0,100.0,False
J4253,,,,,,AMEREN MISSOURI,,86.0,86.0,86.0,2026-07-30T00:01:31+00:00,,MISO,active,Active,,,,2026-07-30 00:01:31+00:00,2026.0,86.0,False
S1002,,,,MI,,,,70.0,70.0,70.0,2020-10-01T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2020-10-01 04:00:00+00:00,2020.0,70.0,True
S1008,,,,IN,Line Tap between Edwardsport and Amo 345kV,"DUKE ENERGY INDIANA, LLC",,250.0,250.0,250.0,2021-08-04T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-04-25T04:00:00+00:00,,,2021-08-04 04:00:00+00:00,2021.0,250.0,True
S1012,,,,,Luce 138 kV Sub(256594),METC,,80.0,80.0,80.0,2021-10-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-10-15 04:00:00+00:00,2021.0,80.0,True
S1015,,,Delta,MI,Garden Corners 138kV,AMERICAN TRANSMISSION COMPANY,,55.0,55.0,55.0,2022-04-11T04:00:00+00:00,,MISO,active,Active,,,,2022-04-11 04:00:00+00:00,2022.0,55.0,False
S1019,,,,MI,Redstone 138kV,METC,,50.0,50.0,50.0,2022-04-25T04:00:00+00:00,,MISO,built,Done,,,,2022-04-25 04:00:00+00:00,2022.0,50.0,True
S1024,,,Waushara,WI,Wautoma 138kV,AMERICAN TRANSMISSION COMPANY,,50.0,50.0,50.0,2022-05-16T04:00:00+00:00,,MISO,active,Active,,,,2022-05-16 04:00:00+00:00,2022.0,50.0,False
S1027,,,Lake County,IN,,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC,,50.0,50.0,50.0,2022-05-26T04:00:00+00:00,2028-05-31T04:00:00+00:00,MISO,built,Done,,,,2022-05-26 04:00:00+00:00,2022.0,50.0,True
S1030,,,Fayette,IL,,,,99.0,99.0,99.0,2022-06-13T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2022-06-13 04:00:00+00:00,2022.0,99.0,True
S1032,,,Isabella County,,Salt River Substation 138kV,METC,,90.0,90.0,90.0,2022-08-19T04:00:00+00:00,,MISO,active,Active,,,,2022-08-19 04:00:00+00:00,2022.0,90.0,False
S1036,,,McLean,ND,"Dickinson 345 kV, Buffalo, MN",GREAT RIVER ENERGY,,400.0,400.0,400.0,2022-09-09T04:00:00+00:00,,MISO,built,Done,,,,2022-09-09 04:00:00+00:00,2022.0,400.0,True
S1037,,,,,,,,50.4,50.4,50.4,2022-10-26T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-22T04:00:00+00:00,,,2022-10-26 04:00:00+00:00,2022.0,50.4,True
R1002,,,Manitowoc,,Lake Front 69KV,AMERICAN TRANSMISSION COMPANY,,11.4,11.4,11.4,2020-07-01T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2020-07-01 04:00:00+00:00,2020.0,11.4,True
R1005,,,Sherburne,,Elk River Station: S6 69 kV,GREAT RIVER ENERGY,,49.0,49.0,49.0,2021-01-19T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-01-19 05:00:00+00:00,2021.0,49.0,True
R1006,,,Lima,,Hoot Lake 115KV,Alliant Energy West,,350.0,350.0,350.0,2021-02-15T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-02-15 05:00:00+00:00,2021.0,350.0,True
R1009,,,Montmorency,,Consumers Energy 138kV Progress St. Substation,METC,,0.0,0.0,0.0,2021-05-28T04:00:00+00:00,,MISO,built,Done,2025-07-30T04:00:00+00:00,,,2021-05-28 04:00:00+00:00,2021.0,0.0,True
R1013,,,Posey,,AB Brown 138kV Substation,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,,0.0,0.0,0.0,2021-11-16T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-11-16 05:00:00+00:00,2021.0,0.0,True
S1022,,,Pike,IN,PETEUA31 4.14kV,"DUKE ENERGY INDIANA, LLC CIN",,3.0,3.0,3.0,2022-05-02T04:00:00+00:00,,MISO,built,Done,,,,2022-05-02 04:00:00+00:00,2022.0,3.0,True
S1025,,,Rock,WI,Sheepskin 69kV,AMERICAN TRANSMISSION COMPANY,,25.0,25.0,25.0,2022-05-16T04:00:00+00:00,,MISO,built,Done,,,,2022-05-16 04:00:00+00:00,2022.0,25.0,True
S1034,,,Dodge,WI,North Beaver Dam 69kV - Bus 698222,AMERICAN TRANSMISSION COMPANY,,25.0,25.0,25.0,2022-08-15T04:00:00+00:00,,MISO,active,Active,,,,2022-08-15 04:00:00+00:00,2022.0,25.0,False
S1029,,,Mclean,IL,Aster Substation,,,99.0,99.0,99.0,2022-06-03T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2022-06-03 04:00:00+00:00,2022.0,99.0,True
S1031,,,Isabella,MI,Salt River Substation 138kV,METC,,90.0,90.0,90.0,2022-08-19T04:00:00+00:00,,MISO,active,Active,,,,2022-08-19 04:00:00+00:00,2022.0,90.0,False
S1035,,,Rock,WI,Townline Rd. - Paddock 138kV,AMERICAN TRANSMISSION COMPANY,,33.0,33.0,33.0,2022-08-15T04:00:00+00:00,,MISO,active,Active,,,,2022-08-15 04:00:00+00:00,2022.0,33.0,False
S1039,,,Polk,WI,Apple River 161kV,,,100.0,100.0,100.0,2022-09-01T04:00:00+00:00,,MISO,built,Done,,,,2022-09-01 04:00:00+00:00,2022.0,100.0,True
S1043,,,Dubois,IN,Culley to Dubois 138kV tap,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,,50.0,50.0,50.0,2023-04-17T04:00:00+00:00,,MISO,built,Done,,,,2023-04-17 04:00:00+00:00,2023.0,50.0,True
S1040,,,McLean,IL,Gibson City South (347114),AMEREN ILLINOIS,,135.0,135.0,135.0,2022-12-16T05:00:00+00:00,,MISO,built,Done,,,,2022-12-16 05:00:00+00:00,2022.0,135.0,True
S1044,,,Lake,IN,Green Acres 138 kV Substation (43684),NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC NIPS,,50.0,50.0,50.0,2023-04-17T04:00:00+00:00,,MISO,active,Active,,,,2023-04-17 04:00:00+00:00,2023.0,50.0,False
R1001,,,Otter Tail,,Hoot Lake 115KV,OTTER TAIL POWER COMPANY,,49.9,49.9,49.9,2020-05-15T04:00:00+00:00,,MISO,built,Done,,,,2020-05-15 04:00:00+00:00,2020.0,49.9,True
R1004,,,De Soto Parish,,Dolet Hills 345 kV (Bus #500260),CLECO POWER LLC CLEC,,330.0,330.0,330.0,2020-12-30T05:00:00+00:00,,MISO,built,Done,,,,2020-12-30 05:00:00+00:00,2020.0,330.0,True
R1000,,,Morton,,R.M. Heskett Station,MONTANA-DAKOTA UTILITIES CO.,,103.1,103.1,103.1,2019-06-24T04:00:00+00:00,,MISO,built,Done,,,,2019-06-24 04:00:00+00:00,2019.0,103.1,True
R1011,,,Pike,,Petersburg 345kV Substation,INDIANAPOLIS POWER & LIGHT COMPANY,,250.0,250.0,250.0,2021-10-04T04:00:00+00:00,,MISO,built,Done,,,,2021-10-04 04:00:00+00:00,2021.0,250.0,True
S1033,,,Green,WI,Bass Creek – Albany – North Monroe 138 kV,AMERICAN TRANSMISSION COMPANY,,25.0,25.0,25.0,2022-08-15T04:00:00+00:00,,MISO,active,Active,,,,2022-08-15 04:00:00+00:00,2022.0,25.0,False
S1038,,,Shiawassee,MI,Gross 138kV,ITC,,50.0,50.0,50.0,2022-12-07T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2022-12-07 05:00:00+00:00,2022.0,50.0,True
S1041,,,Ford,IL,Gibson City South (347114),AMEREN ILLINOIS,,135.0,135.0,135.0,2023-05-19T04:00:00+00:00,,MISO,built,Done,,,,2023-05-19 04:00:00+00:00,2023.0,135.0,True
R1008,,,Adair,,J499 Arbor Hills,,,0.0,0.0,0.0,2021-04-12T04:00:00+00:00,,MISO,built,Done,,,,2021-04-12 04:00:00+00:00,2021.0,0.0,True
R1012,,,Linn County,,Duane Arnold 161 kV,Alliant Energy West,,640.0,640.0,640.0,2021-09-30T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-09-30 04:00:00+00:00,2021.0,640.0,True
R1016,,,,,Bailey 161kV substation(338879),ENTERGY ARKANSAS INC.,,124.4,122.0,124.4,2022-02-18T05:00:00+00:00,,MISO,built,Done,,,,2022-02-18 05:00:00+00:00,2022.0,124.4,True
S1042,,,,,,,,100.0,100.0,100.0,2022-12-20T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2022-12-20 05:00:00+00:00,2022.0,100.0,True
R1003,,,Orange,,"Sabine 138 & 230 kV (bus #334440, #334431, #334433","ENTERGY TEXAS, INC.",,1166.0,1166.0,1163.3,2020-08-05T04:00:00+00:00,,MISO,built,Done,,,,2020-08-05 04:00:00+00:00,2020.0,1166.0,True
R1007,,,Linn,,ITC DAEC Substation 161kV,Alliant Energy West,,60.0,60.0,60.0,2021-03-29T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2021-03-29 04:00:00+00:00,2021.0,60.0,True
R1015,,,,,Edgewater 345kV,Alliant Energy East,,423.1,423.1,0.0,2022-02-13T05:00:00+00:00,,MISO,built,Done,,,,2022-02-13 05:00:00+00:00,2022.0,423.1,True
R1019,,,Des Moines,,Burlington 161kV,Alliant Energy West,,212.0,212.0,103.0,2022-02-15T05:00:00+00:00,,MISO,built,Done,,,,2022-02-15 05:00:00+00:00,2022.0,212.0,True
R1022,,,Pike,,Petersburg 345kV Substation,INDIANAPOLIS POWER & LIGHT COMPANY,,0.0,0.0,0.0,2022-05-31T04:00:00+00:00,,MISO,built,Done,,,,2022-05-31 04:00:00+00:00,2022.0,0.0,True
R1010,,,Marathon,,,AMERICAN TRANSMISSION COMPANY,,0.0,0.0,0.0,2021-07-21T04:00:00+00:00,,MISO,built,Done,,,,2021-07-21 04:00:00+00:00,2021.0,0.0,True
R1014,,,,,Edgewater 345kV,Alliant Energy East,,0.0,0.0,0.0,2022-02-04T05:00:00+00:00,,MISO,built,Done,2025-07-30T04:00:00+00:00,,,2022-02-04 05:00:00+00:00,2022.0,0.0,True
R1018,,,Allamakee,,Lansing 161 kV substation,Alliant Energy West,,280.0,280.0,0.0,2022-02-23T05:00:00+00:00,,MISO,withdrawn,Withdrawn,2024-03-11T04:00:00+00:00,,,2022-02-23 05:00:00+00:00,2022.0,280.0,True
R1021,,,Pike,,Petersburg 345kV Substation,INDIANAPOLIS POWER & LIGHT COMPANY,,0.0,0.0,0.0,2022-05-31T04:00:00+00:00,,MISO,built,Done,,,,2022-05-31 04:00:00+00:00,2022.0,0.0,True
R1025,,,Williamson,,Marion Unit 4 -Main Bus,Southern Illinois Power Cooperative,,0.0,0.0,0.0,2022-10-14T04:00:00+00:00,,MISO,built,LEGACY: Done,,,,2022-10-14 04:00:00+00:00,2022.0,0.0,True
R1029,,,,,Joppa 161kV Switchyard,,,37.0,37.0,0.0,2022-12-12T05:00:00+00:00,2024-12-01T05:00:00+00:00,MISO,built,Done,,,,2022-12-12 05:00:00+00:00,2022.0,37.0,True
R1032,,,,,Wheaton Substation,,,0.0,0.0,0.0,2023-01-20T05:00:00+00:00,,MISO,built,Done,,,,2023-01-20 05:00:00+00:00,2023.0,0.0,True
R1036,,,Sherburne,,Sherburne County 345kV Substation,NORTHERN STATES POWER COMPANY,,710.0,710.0,710.0,2022-12-28T05:00:00+00:00,,MISO,built,Done,,,,2022-12-28 05:00:00+00:00,2022.0,710.0,True
R1026,,,Linn County,,ITC DAEC Substation 161kV,Alliant Energy West,,0.0,0.0,0.0,2022-11-22T05:00:00+00:00,,MISO,built,Done,,,,2022-11-22 05:00:00+00:00,2022.0,0.0,True
R1030,,,,,Slocum (PSSE Bus #264511),,,0.0,0.0,0.0,2023-01-05T05:00:00+00:00,,MISO,built,Done,,,,2023-01-05 05:00:00+00:00,2023.0,0.0,True
R1033,,,,,Waterford 230kV,,,100.0,100.0,100.0,2023-02-13T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2023-02-13 05:00:00+00:00,2023.0,100.0,True
R1034,,,,,ITCM Lansing,,,0.0,0.0,0.0,2023-07-20T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2023-07-20 04:00:00+00:00,2023.0,0.0,True
J3469,,,Marathon,WI,Stratford - McMillan 115.0kV,AMERICAN TRANSMISSION COMPANY,Wind,100.0,100.0,100.0,2024-04-16T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2024-04-16 04:00:00+00:00,2024.0,100.0,False
R1017,,,Des Moines,,Burlington 161kV,Alliant Energy West,,0.0,0.0,0.0,2022-02-15T05:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2022-02-15 05:00:00+00:00,2022.0,0.0,True
R1020,,,Linn,,ITC DAEC Substation 161kV,Alliant Energy West,,0.0,0.0,0.0,2022-03-31T04:00:00+00:00,,MISO,built,Done,,,,2022-03-31 04:00:00+00:00,2022.0,0.0,True
R1024,,,Posey,,A.B. Brown 138kV Substation,SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,,0.0,0.0,0.0,2022-10-12T04:00:00+00:00,,MISO,built,Done,,,,2022-10-12 04:00:00+00:00,2022.0,0.0,True
R1028,,,,,,,,0.0,0.0,0.0,2022-11-22T05:00:00+00:00,,MISO,built,Done,,,,2022-11-22 05:00:00+00:00,2022.0,0.0,True
J3468,,,Day,SD,Ellendale - Twin Brooks 345.0kV,OTTER TAIL POWER COMPANY OTP,Hybrid,300.0,300.0,300.0,2024-04-12T04:00:00+00:00,,MISO,active,Active,,,,2024-04-12 04:00:00+00:00,2024.0,300.0,False
J3471,,,Branch,MI,WAGNER - BATAVIA 138.0kV,METC,Solar,150.0,150.0,150.0,2024-04-18T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2024-04-18 04:00:00+00:00,2024.0,150.0,False
J3477,,,Carroll,IA,Other_,MIDAMERICAN ENERGY CO. MEC,Solar,200.0,200.0,200.0,2024-04-18T04:00:00+00:00,,MISO,active,Active,,,,2024-04-18 04:00:00+00:00,2024.0,200.0,False
J3480,,,Allegan,MI,SCOTT LAKE,METC,Battery Storage,199.9,199.9,199.9,2024-04-17T04:00:00+00:00,,MISO,active,Active,,,,2024-04-17 04:00:00+00:00,2024.0,199.9,False
J3507,,,Montgomery,IL,Coffeen North 138kV,AMEREN ILLINOIS,Solar,17.0,17.0,17.0,2024-04-01T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-01 04:00:00+00:00,2024.0,17.0,True
R1023,,,Jackson,,,AMEREN ILLINOIS,,0.0,0.0,0.0,2022-09-29T04:00:00+00:00,,MISO,withdrawn,Withdrawn,,,,2022-09-29 04:00:00+00:00,2022.0,0.0,True
R1027,,,Linn County,,ITC DAEC Substation 161kV,Alliant Energy West,,0.0,0.0,0.0,2022-11-22T05:00:00+00:00,,MISO,built,Done,,,,2022-11-22 05:00:00+00:00,2022.0,0.0,True
R1031,,,,,Edwards 138 kV,,,0.0,0.0,0.0,2023-03-07T05:00:00+00:00,2025-11-01T04:00:00+00:00,MISO,built,LEGACY: Done,,,,2023-03-07 05:00:00+00:00,2023.0,0.0,True
J3509,,,Sangamon,IL,343505 Interstate,CITY WATER LIGHT & POWER,Battery Storage,380.0,380.0,380.0,2024-04-16T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-16 04:00:00+00:00,2024.0,380.0,True
J3573,,,Morehouse,LA,GALION - OAK GROVE 115 SUB 115.0kV,"ENTERGY LOUISIANA, LLC ELTO",Hybrid,200.0,200.0,200.0,2024-04-18T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-30T04:00:00+00:00,,,2024-04-18 04:00:00+00:00,2024.0,200.0,True
J3472,,,Lapeer,MI,Other_,ITC,Solar,200.0,200.0,200.0,2024-04-17T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2024-04-17 04:00:00+00:00,2024.0,200.0,False
J3478,,,Vigo,IN,Other_,HOOSIER ENERGY,Solar,35.0,35.0,35.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,35.0,True
J3479,,,Rapides,LA,Hineston,CLECO POWER LLC CLEC,Solar,200.0,200.0,200.0,2024-04-12T04:00:00+00:00,,MISO,active,Active,,,,2024-04-12 04:00:00+00:00,2024.0,200.0,False
J3572,,,Catahoula,LA,METROPOLIS - RED GUM 115.0kV,"ENTERGY LOUISIANA, LLC ELTO",Hybrid,200.0,200.0,200.0,2024-04-18T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-02T04:00:00+00:00,,,2024-04-18 04:00:00+00:00,2024.0,200.0,True
J3634,,,Gratiot,MI,NELSON ROAD,METC,Battery Storage,200.0,200.0,200.0,2024-04-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-15 04:00:00+00:00,2024.0,200.0,True
J3633,,,Sanilac,MI,GREENWOOD - RAPSON (BANNER) 345.0kV,ITC,Solar,200.0,200.0,200.0,2024-04-13T04:00:00+00:00,,MISO,active,Active,,,,2024-04-13 04:00:00+00:00,2024.0,200.0,False
R1035,,,Massac,,JOPPA 161 kV,,,0.0,0.0,0.0,2023-04-19T04:00:00+00:00,,MISO,built,Done,,,,2023-04-19 04:00:00+00:00,2023.0,0.0,True
J3508,,,Fulton,IL,Duck Creek 345kV,AMEREN ILLINOIS,Solar,16.3,16.3,16.3,2024-04-01T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-01 04:00:00+00:00,2024.0,16.3,True
J3510,,,Cross,AR,FISHER - CHERRY VALLEY 161.0kV,"ENTERGY ARKANSAS, LLC EATO",Hybrid,175.0,175.0,175.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,175.0,True
J3562,,,Vermilion,IL,4VERMILION - 4NCHAMPGN W 138.0kV,AMEREN ILLINOIS,Solar,300.0,300.0,300.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-26T04:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,300.0,True
J3470,,,Tuscola,MI,Other_,ITC,Solar,100.0,100.0,100.0,2024-04-16T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2024-04-16 04:00:00+00:00,2024.0,100.0,False
J3481,,,Grant,AR,J1577 Sub (337689),"ENTERGY ARKANSAS, LLC EATO",Solar,100.0,100.0,100.0,2024-04-12T04:00:00+00:00,,MISO,active,Active,,,,2024-04-12 04:00:00+00:00,2024.0,100.0,False
J3635,,,Kent,MI,GAINES,METC,Battery Storage,200.0,200.0,200.0,2024-04-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-30T04:00:00+00:00,,,2024-04-15 04:00:00+00:00,2024.0,200.0,True
J3307,,,Callaway,MO,Callaway,AMEREN MISSOURI,Solar,300.0,300.0,300.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-08-05T04:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,300.0,True
J3496,,,Sanilac,MI,GREENWOOD - RAPSON 345.0kV,ITC,Wind,220.0,220.0,220.0,2024-04-12T04:00:00+00:00,,MISO,active,Active,,,,2024-04-12 04:00:00+00:00,2024.0,220.0,False
J3511,,,Arkansas,AR,STUTTGART RICUSKEY - WOODWARD 230 SUB 230.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,250.0,250.0,250.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-29T04:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,250.0,True
J3327,,,Pike,IN,Cato 138/69kV (facilities above 100kV),SOUTHERN INDIANA GAS & ELECTRIC COMPANY D/B/A CENTERPOINT ENERGY INDIANA SOUTH,Battery Storage,130.0,130.0,130.0,2024-04-16T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-30T04:00:00+00:00,,,2024-04-16 04:00:00+00:00,2024.0,130.0,True
J3329,,,Sullivan,IN,Merom (HED) -  Dresser 345.0kV,"DUKE ENERGY INDIANA, LLC CIN",Battery Storage,145.0,145.0,145.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-30T04:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,145.0,True
J3338,,,Hamilton,IL,7W_FRFT_E - 7NORRIS   345.0kV,AMEREN ILLINOIS,Wind,199.99,199.99,199.99,2024-04-18T04:00:00+00:00,,MISO,active,Active,,,,2024-04-18 04:00:00+00:00,2024.0,199.99,False
J3353,,,Champaign,IL,Rising,AMEREN TRANSMISSION COMPANY OF ILLINOIS,Solar,191.3,191.3,191.3,2024-04-18T04:00:00+00:00,,MISO,active,Active,,,,2024-04-18 04:00:00+00:00,2024.0,191.3,False
J3632,,,Cleveland,AR,TEXAS EASTERN P.S. G SS - FORDYCE ORIENT SS 115.0kV,"ENTERGY ARKANSAS, LLC EATO",Hybrid,85.0,85.0,85.0,2024-04-17T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-23T05:00:00+00:00,,,2024-04-17 04:00:00+00:00,2024.0,85.0,True
J3309,,,Copiah,MS,FRANKLIN EHV - RAY BRASWELL EHV 500.0kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Hybrid,200.0,200.0,200.0,2024-04-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-05-23T04:00:00+00:00,,,2024-04-15 04:00:00+00:00,2024.0,200.0,True
J3312,,,Washington,MN,RAPTOR,NORTHERN STATES POWER COMPANY,Battery Storage,100.0,100.0,100.0,2024-04-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-04T04:00:00+00:00,,,2024-04-15 04:00:00+00:00,2024.0,100.0,True
