Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Proposed Completion Date,iso,outcome,Status,Withdrawn Date,Actual Completion Date,Withdrawal Comment,queue_date,queue_year,capacity_mw,resolved
1604,ARATINA SOLAR CENTER 2,,KERN,CA,Kramer Substation 230kV,SCE,Photovoltaic + Storage,200.0,,,2019-04-15 07:00:00,2026-12-31 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,200.0,False
1608,AVOCET STORAGE,,LOS ANGELES,CA,Hinson Substation 230kV,SCE,Storage,200.0,,,2019-04-15 07:00:00,2027-07-01 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,200.0,False
1611,COMMERCE ENERGY STORAGE,,LOS ANGELES,CA,Laguna Bell Substation 230kV,SCE,Storage,250.0,,,2019-04-15 07:00:00,2028-06-01 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,250.0,False
1615,KESTREL STORAGE,,LOS ANGELES,CA,Walnut Substation 220kV,SCE,Storage,200.0,,,2019-04-15 07:00:00,2027-02-28 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,200.0,False
1619,GOLDBACK SOLAR CENTER,,VENTURA,CA,Moorpark Substation 230 kV,SCE,Storage,500.0,,,2019-04-15 07:00:00,2029-04-01 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,500.0,False
1625,ANGELENO SOLAR FARM,,LOS ANGELES,CA,Vincent Substation 500kV,SCE,Storage + Photovoltaic,1150.0,,,2019-04-15 07:00:00,2028-12-31 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,1150.0,False
1629,HUMIDOR STORAGE 1,,LOS ANGELES,CA,Vincent Substation 230 kV,SCE,Storage,300.0,,,2019-04-15 07:00:00,2028-10-01 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,300.0,False
1631,BELLEFIELD 2 SOLAR FARM,,KERN,CA,Windhub Substation 220kV,SCE,Storage + Photovoltaic,500.0,,,2019-04-15 07:00:00,2027-06-30 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,500.0,False
1632,SANBORN HYBRID 3,,KERN,CA,Windhub Substation 500kV,SCE,Storage + Photovoltaic,1400.0,,,2019-04-15 07:00:00,2026-12-31 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,1400.0,False
1636,CALYPSO SOLAR,,RIVERSIDE,CA,Colorado River Substation 230kV,SCE,Storage + Photovoltaic,400.0,,,2019-04-15 07:00:00,2031-10-28 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,400.0,False
1642,OBERON,,RIVERSIDE,CA,Red Bluff Substation 500kV,SCE,Storage + Photovoltaic,500.0,,,2019-04-15 07:00:00,2026-04-15 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,500.0,False
1643,LYCAN SOLAR,,RIVERSIDE,CA,Red Bluff Substation 500kV,SCE,Photovoltaic + Storage,400.0,,,2019-04-15 07:00:00,2032-10-31 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,400.0,False
1646,DOUBLE BUTTE STORAGE,,RIVERSIDE,CA,Valley Substation 500 kV,SCE,Storage,500.0,,,2019-04-15 07:00:00,2030-07-01 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,500.0,False
1647,ARIDA 2 SOLAR FARM,,CLARK,NV,Mohave Substation 500kV,SCE,Storage + Photovoltaic,700.0,,,2019-04-15 07:00:00,2029-05-31 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,700.0,False
1649,BONANZA SOLAR,,CLARK/NYE,NV,Innovation Substation 230 kV ,GLW,Storage + Photovoltaic,300.0,,,2019-04-15 07:00:00,2028-09-30 07:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,300.0,False
1650,ROUGH HAT HYBRID SOLAR,,NYE,NV,Trout Canyon Substation 230 kV,GLW,Photovoltaic + Storage,200.0,,,2019-04-15 07:00:00,2028-12-13 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,200.0,False
1654,YELLOW PINE 3,,CLARK,NV,Trout Canyon Substation 230 kV,GLW,Photovoltaic + Storage,250.0,,,2019-04-15 07:00:00,2026-12-01 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,250.0,False
1655,BONANZA PEAK SOLAR FARM,,CLARK/NYE,NV,Trout Canyon Substation 230 kV,GLW,Storage + Photovoltaic,400.0,,,2019-04-12 07:00:00,2027-12-31 08:00:00,CAISO,active,ACTIVE,,,,2019-04-12 07:00:00+00:00,2019.0,400.0,False
1660,CIMARRON WIND,,TECATE,MX,East County Substation 230 kV,SDGE,Wind Turbine,300.0,,,2019-04-15 07:00:00,2025-12-31 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,300.0,False
1663,HOODINI,,YUMA,AZ,Hoodoo Wash Switchyard 500 kV,SDGE,Storage + Photovoltaic,450.0,,,2019-04-15 07:00:00,2028-01-31 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,450.0,False
1667,SUNRISE BUTTE,,IMPERIAL,CA,Imperial Valley Substation 230 kV,SDGE,Photovoltaic + Storage,150.0,,,2019-04-15 07:00:00,2027-01-18 08:00:00,CAISO,active,ACTIVE,,,,2019-04-15 07:00:00+00:00,2019.0,150.0,False
1678,HARQUAHALA SUNRISE,,MARICOPA,AZ,Delaney Substation 500 kV,DCRT,Storage + Photovoltaic,300.0,,,2020-04-15 07:00:00,2030-04-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,300.0,False
1690,DENALI ENERGY STORAGE,,SAN JOAQUIN,CA,Vierra 115 kV,PGAE,Storage,101.2,,,2020-04-15 07:00:00,2028-09-30 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,101.2,False
1702,POTENTIA-VIRIDI,,SAN JOAQUIN,CA,Tesla 500 kV,PGAE,Wind Turbine + Photovoltaic + Storage,400.0,,,2020-04-15 07:00:00,2028-05-11 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,400.0,False
1709,ROSEMARY,,FRESNO,CA,Crescent 70 kV,PGAE,Photovoltaic + Storage,35.0,,,2020-04-15 07:00:00,2028-04-30 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,35.0,False
1718,GONZAGA HYBRID,,MERCED,CA,Los Banos 70 kV,PGAE,Storage + Wind Turbine,103.65,,,2020-04-15 07:00:00,2026-03-31 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,103.65,False
1728,ZETA,,MERCED,CA,Mercy Springs 70 kV,PGAE,Storage + Photovoltaic,75.0,,,2020-04-15 07:00:00,2027-05-26 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,75.0,False
1736,HAWKINS SOLAR HYBRID,,KERN,CA,Arco 230 kV,PGAE,Photovoltaic + Storage,250.0,,,2020-04-15 07:00:00,2027-05-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,250.0,False
1740,PUFF HYBRID SOLAR,,KERN,CA,Arco 230 kV,PGAE,Storage + Photovoltaic,100.0,,,2020-04-15 07:00:00,2030-09-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,100.0,False
1744,CRYSTAL FLATS ,,KERN,CA,Lamont 115 kV,PGAE,Photovoltaic + Storage,100.0,,,2020-04-15 07:00:00,2030-12-26 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,100.0,False
1745,SUNRISE POWER IMPROVEMENT,,KERN,CA,Midway 230 kV,PGAE,Combined Cycle,35.0,,,2020-04-15 07:00:00,2024-05-11 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,35.0,False
1750,WINDWALKER OFFSHORE,,SAN LUIS OBISPO,CA,Diablo Canyon 500 kV,PGAE,Wind Turbine,1000.0,,,2020-04-15 07:00:00,2028-02-12 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,1000.0,False
1751,WINSTON HYBRID PV AND BESS,,KERN,CA,Midway 115 kV,PGAE,Storage + Photovoltaic,200.0,,,2020-04-15 07:00:00,2028-12-10 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,200.0,False
1757,COBALT,,RIVERSIDE,CA,Colorado River Substation 220kV,SCE,Storage + Photovoltaic,250.0,,,2020-04-15 07:00:00,2027-05-31 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,250.0,False
1758,DESERT SANDS,,RIVERSIDE,CA,Devers Substation 230kV,SCE,Storage,300.0,,,2020-04-15 07:00:00,2035-03-31 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,300.0,False
1761,GRACE ENERGY CENTER,,RIVERSIDE,CA,Colorado River Substation 230kV,SCE,Photovoltaic + Storage,500.0,,,2020-04-15 07:00:00,2027-01-13 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,500.0,False
1764,SAPPHIRE SOLAR,,RIVERSIDE,CA,Red Bluff Substation 230kV,SCE,Storage + Photovoltaic,117.0,,,2020-04-15 07:00:00,2034-12-31 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,117.0,False
1766,COMMERCE ENERGY STORAGE 2,,LOS ANGELES,CA,Laguna Bell Substation 230kV,SCE,Storage,250.0,,,2020-04-15 07:00:00,2028-06-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,250.0,False
1768,ROADHOUSE STORAGE,,SAN BERNARDINO,CA,Mira Loma Substation 230kV,SCE,Storage,300.0,,,2020-04-15 07:00:00,2027-06-12 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,300.0,False
1774,OVERNIGHT SOLAR,,SAN BERNARDINO,CA,Kramer Substation 230kV,SCE,Photovoltaic + Storage,150.0,,,2020-04-15 07:00:00,2027-05-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,150.0,False
1779,BELLEFIELD 3 SOLAR FARM,,KERN,CA,Windhub Substation 230kV,SCE,Storage + Photovoltaic,150.0,,,2020-04-15 07:00:00,2028-02-27 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,150.0,False
1782,WILLOW ROCK ENERGY STORAGE,,KERN,CA,Whirlwind Substation 230kV,SCE,Storage + Other,500.0,,,2020-04-15 07:00:00,2030-07-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,500.0,False
1783,SHOALS ENERGY STORAGE,,VENTURA,CA,Mandalay Switchyard 220kV,SCE,Storage,400.0,,,2020-04-15 07:00:00,2030-10-08 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,400.0,False
1784,KEYHOLE WIND,,KERN,CA,Whirlwind Substation 230kV,SCE,Wind Turbine,100.0,,,2020-04-15 07:00:00,2028-06-28 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,100.0,False
1789,REXFORD 2 SOLAR FARM,,TULARE,CA,Vestal Substation 230kV,SCE,Storage + Photovoltaic,200.0,,,2020-04-15 07:00:00,2027-07-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,200.0,False
1790,SANBORN HYBRID 4,,KERN,CA,Windhub Substation 230kV,SCE,Storage + Photovoltaic,100.0,,,2020-04-15 07:00:00,2025-10-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,100.0,False
1791,SANBORN 5 HYBRID,,KERN,CA,Windhub Substation 230kV,SCE,Photovoltaic,550.0,,,2020-04-15 07:00:00,2028-04-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,550.0,False
1792,SEQUOIA,,TULARE,CA,Vestal Substation 230 kV,SCE,Storage + Photovoltaic,200.0,,,2020-04-15 07:00:00,2031-01-01 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,200.0,False
1795,ARIDA 3 SOLAR FARM,,CLARK,NV,Mohave Substation 500kV,SCE,Storage + Photovoltaic,450.0,,,2020-04-15 07:00:00,2030-07-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,450.0,False
1796,DELAMAR ENERGY STORAGE,,CLARK,NV,Eldorado Substation 230kV,SCE,Storage,250.0,,,2020-04-15 07:00:00,2027-06-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,250.0,False
1798,CALVADA SPRINGS SOLAR,,INYO,CA,Trout Canyon Substation 230 kV,GLW,Photovoltaic + Storage,250.0,,,2020-04-15 07:00:00,2027-12-31 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,250.0,False
1799,ROUGH HAT 2,,CLARK,NV,Trout Canyon Substation 230 kV,GLW,Storage + Photovoltaic,200.0,,,2020-04-15 07:00:00,2028-12-13 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,200.0,False
1800,PURPLE SAGE ENERGY CENTER,,CLARK,NV,Trout Canyon Substation 230 kV,GLW,Storage + Photovoltaic,400.0,,,2020-04-15 07:00:00,2028-05-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,400.0,False
1801,WATER ROCK SOLAR 1,,NYE,NV,Gamebird Substation 230 kV,GLW,Photovoltaic + Storage,200.0,,,2020-04-15 07:00:00,2027-12-01 08:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,200.0,False
1810,EAST FIELD ENERGY STORAGE,,SAN DIEGO,CA,Otay Mesa Switchyard 230 kV,SDGE,Storage,300.01,,,2020-04-15 07:00:00,2030-06-25 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,300.01,False
1812,DATELAND ENERGY COMPLEX,,YUMA,AZ,Hoodoo Wash Switchyard 500 kV,SDGE,Photovoltaic + Storage,350.0,,,2020-04-15 07:00:00,2027-06-01 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,350.0,False
1824,VIENTO FRONTERIZO,,MUNICIPALITY OF TECATE,MX,East County Substation 500 kV,SDGE,Wind Turbine,972.82,,,2020-04-15 07:00:00,2033-05-10 07:00:00,CAISO,active,ACTIVE,,,,2020-04-15 07:00:00+00:00,2020.0,972.82,False
1842,TOLENAS,,SOLANO,CA,Lambie 230 kV,PGAE,Storage,400.0,,,2021-04-15 07:00:00,2031-02-18 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,400.0,False
1846,WILDHORSE ENERGY CENTER,,SONOMA,CA,Fulton 230 kV,PGAE,Storage,120.0,,,2021-04-15 07:00:00,2030-05-04 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,120.0,False
1854,CORBY 2,,SOLANO,CA,Vaca-Dixon 230 kV,PGAE,Storage,400.0,,,2021-04-15 07:00:00,2031-03-16 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,400.0,False
1856,ARGES BESS,,SOLANO,CA,Vaca-Dixon 115 kV,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2029-06-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,100.0,False
1859,MAYACAMAS GEOTHERMAL,,SONOMA,CA,Geysers #3-Cloverdale 115 kV Line,PGAE,Steam Turbine,53.0,,,2021-04-15 07:00:00,2030-10-19 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,53.0,False
1864,TOWNSHIP POWER BANK,,SUTTER,CA,Greenleaf #1 115 kV Tap,PGAE,Storage,49.0,,,2021-04-15 07:00:00,2028-03-01 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,49.0,False
1865,SEAHAWK STORAGE,,SANTA CRUZ,CA,Green Valley 115 kV,PGAE,Storage,200.0,,,2021-04-15 07:00:00,2029-09-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1866,TOKAY STORAGE,,SANTA CLARA,CA,Santa Teresa 115 kV,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2030-03-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,100.0,False
1872,ALLEGHENY ENERGY STORAGE,,CONTRA COSTA,CA,Pittsburg 115 kV,PGAE,Storage,325.0,,,2021-04-15 07:00:00,2032-09-20 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,325.0,False
1875,DELILAH ENERGY STORAGE,,CONTRA COSTA,CA,Pittsburg-Tesla #1 230 kV Line,PGAE,Storage,500.0,,,2021-04-15 07:00:00,2032-07-19 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,500.0,False
1876,DOUBLE SPRINGS ENERGY STORAGE,,CALAVERAS,CA,Valley Springs 60 kV,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2029-08-17 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,100.0,False
1881,SPECTRUM ENERGY STORAGE,,ALAMEDA,CA,Tesla-Newark #1 230 kV Line,PGAE,Storage,500.0,,,2021-04-15 07:00:00,2032-02-29 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,500.0,False
1887,PRESIDIO,,SAN JOAQUIN,CA,Rancho Seco-Bellota #1 230 kV Line,PGAE,Storage + Photovoltaic,350.0,,,2021-04-15 07:00:00,2030-12-16 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,350.0,False
1889,HOLMAN,,MONTEREY,CA,Moss Landing 500 kV,PGAE,Storage + Wind Turbine,1500.0,,,2021-04-15 07:00:00,2034-02-17 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,1500.0,False
1892,HARMONY STORAGE 2,,CONTRA COSTA,CA,Contra Costa PP 230 kV ,PGAE,Storage,300.0,,,2021-04-15 07:00:00,2031-06-05 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,300.0,False
1895,OAKDALE STORAGE,,STANISLAUS,CA,Cottle 230 kV,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2029-09-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,100.0,False
1896,PATHFINDER STORAGE,,SAN JOAQUIN,CA,Weber 60 kV,PGAE,Storage,260.0,,,2021-04-15 07:00:00,2031-06-05 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,260.0,False
1900,BAYLANDS BATTERY,,SAN MATEO,CA,Martin 115 kV,PGAE,Storage,250.0,,,2021-04-15 07:00:00,2030-03-24 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,250.0,False
1903,GOLDEN FLATS,,STANISLAUS,CA,Westly-Quinto 230 kV,PGAE,Storage,300.0,,,2021-04-15 07:00:00,2031-09-01 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,300.0,False
1911,ZORIN STORAGE,,ALAMEDA,CA,Newark 230 kV,PGAE,Storage,180.0,,,2021-04-15 07:00:00,2034-02-19 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,180.0,False
1912,ESPRESSO,,ALAMEDA,CA,Tesla 230 kV,PGAE,Storage,300.0,,,2021-04-15 07:00:00,2031-08-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,300.0,False
1914,BLACK DIAMOND ES2,,CONTRA COSTA,CA,Pittsburg 230 kV,PGAE,Storage,175.0,,,2021-04-15 07:00:00,2031-06-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,175.0,False
1915,SHERMAN ENERGY STORAGE,,CONTRA COSTA,CA,Contra Costa PP 230 kV,PGAE,Storage,250.0,,,2021-04-15 07:00:00,2031-06-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,250.0,False
1918,KIFER BESS 1,,SANTA CLARA,CA,KEN-OKJ 60 kV,PGAE,Storage,50.0,,,2021-04-15 07:00:00,2025-12-18 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,50.0,False
1920,ZEUS BESS,,SAN JOAQUIN,CA,Schulte 115 kV,PGAE,Storage,200.0,,,2021-04-15 07:00:00,2031-06-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1921,ALLIUM HYBRID,,SAN BENITO,CA,Crazy Horse Canyon-Hollister 115 kV Line,PGAE,Storage + Photovoltaic,110.0,,,2021-04-15 07:00:00,2030-12-15 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,110.0,False
1922,ALTA CASA STORAGE,,SAN JOAQUIN,CA,Tesla 500 kV,PGAE,Storage,500.0,,,2021-04-15 07:00:00,2031-10-21 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,500.0,False
1928,EL REY POWER BANK,,MONTEREY,CA,Coburn-Basic Energy 60 kV Line,PGAE,Storage,120.0,,,2021-04-15 07:00:00,2029-01-02 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,120.0,False
1930,APACHE STORAGE,,FRESNO,CA,Sanger 115 kV,PGAE,Storage,200.0,,,2021-04-15 07:00:00,2029-05-21 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1932,COUGAR STORAGE,,MERCED,CA,Wilson 115 kV,PGAE,Storage,200.0,,,2021-04-15 07:00:00,2030-09-19 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1934,LOTUS SOLAR 2,,MADERA,CA,Borden 230 kV,PGAE,Storage + Photovoltaic,200.0,,,2021-04-15 07:00:00,2030-11-17 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1935,ELYSIAN,,FRESNO,CA,Tranquility 230 kV,PGAE,Photovoltaic + Storage,200.0,,,2021-04-15 07:00:00,2029-10-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1943,WINGTIP SOLAR 1,,MERCED,CA,Los Banos 500 kV,PGAE,Photovoltaic + Storage,1150.0,,,2021-04-15 07:00:00,2032-09-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,1150.0,False
1949,DARDEN,,FRESNO,CA,Manning-Midway 500kV Line,PGAE,Storage + Photovoltaic,1150.0,,,2021-04-15 07:00:00,2027-07-19 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,1150.0,False
1952,AUSTRALIS,,MERCED,CA,Los Banos 230 kV,PGAE,Photovoltaic + Storage,300.0,,,2021-04-15 07:00:00,2031-04-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,300.0,False
1954,HUASO HYBRID,,FRESNO,CA,Gates 230 kV,PGAE,Storage + Photovoltaic,100.0,,,2021-04-15 07:00:00,2026-12-03 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,100.0,False
1955,CIERVO MOUNTAIN HYBRID,,FRESNO,CA,Excelsior 115 kV,PGAE,Storage + Photovoltaic,125.0,,,2021-04-15 07:00:00,2029-08-03 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,125.0,False
1956,CLARKSON,,FRESNO,CA,Tranquility 230 kV,PGAE,Storage + Photovoltaic,200.0,,,2021-04-15 07:00:00,2029-09-30 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,200.0,False
1958,SPIKES PEAK SOLAR,,MERCED,CA,Quinto 230 kV,PGAE,Photovoltaic + Storage,150.0,,,2021-04-15 07:00:00,2029-10-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,150.0,False
1959,CORNUCOPIA HYBRID,,FRESNO,CA,Gates-Templeton 230 kV Line ,PGAE,Storage + Photovoltaic,300.0,,,2021-04-15 07:00:00,2030-11-16 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,300.0,False
1962,LOCK STORAGE,,FRESNO,CA,Gates 500 kV,PGAE,Storage,500.01,,,2021-04-15 07:00:00,2027-12-15 08:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,500.01,False
1966,ORLEANS,,FRESNO,CA,Giffen 70 kV,PGAE,Photovoltaic + Storage,25.0,,,2021-04-15 07:00:00,2029-08-03 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,25.0,False
1968,PLUM,,KINGS,CA,Gates 230 kV,PGAE,Photovoltaic + Storage,1000.0,,,2021-04-15 07:00:00,2031-03-19 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,1000.0,False
1973,PEACEFUL HOLLOW BESS,,FRESNO,CA,Tranquility 230kV,PGAE,Storage,75.0,,,2021-04-15 07:00:00,2028-06-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,75.0,False
1975,TARRAGON HYBRID,,FRESNO,CA,Crescent 70 kV,PGAE,Photovoltaic + Storage,35.0,,,2021-04-15 07:00:00,2028-06-01 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,35.0,False
1980,ARTEMIS,,KERN,CA,Arco 230 kV,PGAE,Photovoltaic + Storage,400.0,,,2021-04-15 07:00:00,2029-10-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,400.0,False
1983,PHAENON,,KERN,CA,Shafter 115 kV,PGAE,Photovoltaic + Storage,100.0,,,2021-04-15 07:00:00,2029-07-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,100.0,False
1987,BUTTONBUSH SOLAR 2,,KERN,CA,Midway 500 kV,PGAE,Photovoltaic + Storage,350.0,,,2021-04-15 07:00:00,2032-03-17 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,350.0,False
2001,SERENA STORAGE,,KERN,CA,Kern PP 230 kV,PGAE,Storage,110.0,,,2021-04-15 07:00:00,2029-09-18 07:00:00,CAISO,active,ACTIVE,,,,2021-04-15 07:00:00+00:00,2021.0,110.0,False
